Authors,Total_Contacts,Reference_Genome,Cis_Contacts,Cis Percent,Cis/Total,Trans percent,Trans contacts,Cis/Trans
Luo et al 2022,1409712,hg19,1191207,,0.845,,,
Luo et al 2022,758831,hg19,641212,,0.845,,,
Luo et al 2022,1640517,hg19,1386237,,0.845,,,
Luo et al 2022,1222867,hg19,1033323,,0.845,,,
Luo et al 2022,1376730,hg19,1163337,,0.845,,,
Luo et al 2022,1774120,hg19,1499131,,0.845,,,
Luo et al 2022,1536203,hg19,1298092,,0.845,,,
Luo et al 2022,1649661,hg19,1393964,,0.845,,,
Luo et al 2022,1894508,hg19,1600859,,0.845,,,
Luo et al 2022,879750,hg19,743389,,0.845,,,
Luo et al 2022,1656907,hg19,1400086,,0.845,,,
Luo et al 2022,1270873,hg19,1073888,,0.845,,,
Luo et al 2022,2103505,hg19,1777462,,0.845,,,
Luo et al 2022,997747,hg19,843096,,0.845,,,
Luo et al 2022,1942119,hg19,1641091,,0.845,,,
Luo et al 2022,1831229,hg19,1547389,,0.845,,,
Luo et al 2022,1224576,hg19,1033542,,0.844,,,
Luo et al 2022,1290645,hg19,1089304,,0.844,,,
Luo et al 2022,1586838,hg19,1339291,,0.844,,,
Luo et al 2022,874321,hg19,737927,,0.844,,,
Luo et al 2022,1037439,hg19,875599,,0.844,,,
Luo et al 2022,1293445,hg19,1091668,,0.844,,,
Luo et al 2022,1541375,hg19,1300921,,0.844,,,
Luo et al 2022,1233716,hg19,1041256,,0.844,,,
Luo et al 2022,1486016,hg19,1254198,,0.844,,,
Luo et al 2022,1013856,hg19,855694,,0.844,,,
Luo et al 2022,1541925,hg19,1301385,,0.844,,,
Luo et al 2022,1393150,hg19,1175819,,0.844,,,
Luo et al 2022,2460178,hg19,2076390,,0.844,,,
Luo et al 2022,2246271,hg19,1895853,,0.844,,,
Luo et al 2022,1528711,hg19,1290232,,0.844,,,
Luo et al 2022,1172928,hg19,989951,,0.844,,,
Luo et al 2022,1805687,hg19,1524000,,0.844,,,
Luo et al 2022,1783013,hg19,1504863,,0.844,,,
Luo et al 2022,1752865,hg19,1479418,,0.844,,,
Luo et al 2022,1139318,hg19,961584,,0.844,,,
Luo et al 2022,1793551,hg19,1513757,,0.844,,,
Luo et al 2022,1426456,hg19,1203929,,0.844,,,
Luo et al 2022,1153637,hg19,973670,,0.844,,,
Luo et al 2022,1558854,hg19,1315673,,0.844,,,
Luo et al 2022,1426261,hg19,1203764,,0.844,,,
Luo et al 2022,1347252,hg19,1137081,,0.844,,,
Luo et al 2022,1269531,hg19,1071484,,0.844,,,
Luo et al 2022,1043976,hg19,881116,,0.844,,,
Luo et al 2022,1530479,hg19,1291724,,0.844,,,
Luo et al 2022,1609815,hg19,1358684,,0.844,,,
Luo et al 2022,754866,hg19,637107,,0.844,,,
Luo et al 2022,1413603,hg19,1193081,,0.844,,,
Luo et al 2022,1425403,hg19,1203040,,0.844,,,
Luo et al 2022,1659534,hg19,1400647,,0.844,,,
Luo et al 2022,1446498,hg19,1220844,,0.844,,,
Luo et al 2022,1402567,hg19,1183767,,0.844,,,
Luo et al 2022,1740133,hg19,1468672,,0.844,,,
Luo et al 2022,1476951,hg19,1245070,,0.843,,,
Luo et al 2022,951293,hg19,801940,,0.843,,,
Luo et al 2022,804272,hg19,678001,,0.843,,,
Luo et al 2022,1431824,hg19,1207028,,0.843,,,
Luo et al 2022,986651,hg19,831747,,0.843,,,
Luo et al 2022,864864,hg19,729080,,0.843,,,
Luo et al 2022,1163780,hg19,981067,,0.843,,,
Luo et al 2022,1227859,hg19,1035085,,0.843,,,
Luo et al 2022,1072141,hg19,903815,,0.843,,,
Luo et al 2022,816383,hg19,688211,,0.843,,,
Luo et al 2022,904241,hg19,762275,,0.843,,,
Luo et al 2022,1074471,hg19,905779,,0.843,,,
Luo et al 2022,1357576,hg19,1144437,,0.843,,,
Luo et al 2022,1989733,hg19,1677345,,0.843,,,
Luo et al 2022,1816281,hg19,1531125,,0.843,,,
Luo et al 2022,574057,hg19,483930,,0.843,,,
Luo et al 2022,1621564,hg19,1366978,,0.843,,,
Luo et al 2022,2238977,hg19,1887458,,0.843,,,
Luo et al 2022,1487723,hg19,1254150,,0.843,,,
Luo et al 2022,1619121,hg19,1364919,,0.843,,,
Luo et al 2022,1810843,hg19,1526541,,0.843,,,
Luo et al 2022,1509480,hg19,1272492,,0.843,,,
Luo et al 2022,1842804,hg19,1553484,,0.843,,,
Luo et al 2022,957539,hg19,807205,,0.843,,,
Luo et al 2022,1384749,hg19,1167343,,0.843,,,
Luo et al 2022,1259759,hg19,1061977,,0.843,,,
Luo et al 2022,1122801,hg19,946521,,0.843,,,
Luo et al 2022,2593461,hg19,2186288,,0.843,,,
Luo et al 2022,1930172,hg19,1627135,,0.843,,,
Luo et al 2022,1650493,hg19,1391366,,0.843,,,
Luo et al 2022,1869064,hg19,1575621,,0.843,,,
Luo et al 2022,2103958,hg19,1773637,,0.843,,,
Luo et al 2022,1193237,hg19,1005899,,0.843,,,
Luo et al 2022,1717713,hg19,1448032,,0.843,,,
Luo et al 2022,1498847,hg19,1263528,,0.843,,,
Luo et al 2022,658951,hg19,554837,,0.842,,,
Luo et al 2022,1412550,hg19,1189367,,0.842,,,
Luo et al 2022,1651906,hg19,1390905,,0.842,,,
Luo et al 2022,578912,hg19,487444,,0.842,,,
Luo et al 2022,1290203,hg19,1086351,,0.842,,,
Luo et al 2022,1608213,hg19,1354115,,0.842,,,
Luo et al 2022,1421322,hg19,1196753,,0.842,,,
Luo et al 2022,1344585,hg19,1132141,,0.842,,,
Luo et al 2022,1580971,hg19,1331178,,0.842,,,
Luo et al 2022,814854,hg19,686107,,0.842,,,
Luo et al 2022,2128350,hg19,1792071,,0.842,,,
Luo et al 2022,1944096,hg19,1636929,,0.842,,,
Luo et al 2022,1457171,hg19,1226938,,0.842,,,
Luo et al 2022,1923804,hg19,1619843,,0.842,,,
Luo et al 2022,1689171,hg19,1422282,,0.842,,,
Luo et al 2022,1291715,hg19,1087624,,0.842,,,
Luo et al 2022,276571,hg19,232873,,0.842,,,
Luo et al 2022,1607601,hg19,1353600,,0.842,,,
Luo et al 2022,449272,hg19,378287,,0.842,,,
Luo et al 2022,1217690,hg19,1025295,,0.842,,,
Luo et al 2022,1636735,hg19,1378131,,0.842,,,
Luo et al 2022,1026667,hg19,864454,,0.842,,,
Luo et al 2022,1388244,hg19,1168901,,0.842,,,
Luo et al 2022,1791030,hg19,1508047,,0.842,,,
Luo et al 2022,1636618,hg19,1378032,,0.842,,,
Luo et al 2022,1660596,hg19,1398222,,0.842,,,
Luo et al 2022,1421422,hg19,1196837,,0.842,,,
Luo et al 2022,1805227,hg19,1520001,,0.842,,,
Luo et al 2022,1868600,hg19,1573361,,0.842,,,
Luo et al 2022,2321321,hg19,1954552,,0.842,,,
Luo et al 2022,1782205,hg19,1498834,,0.841,,,
Luo et al 2022,2059691,hg19,1732200,,0.841,,,
Luo et al 2022,537038,hg19,451649,,0.841,,,
Luo et al 2022,627620,hg19,527828,,0.841,,,
Luo et al 2022,1606392,hg19,1350976,,0.841,,,
Luo et al 2022,976638,hg19,821353,,0.841,,,
Luo et al 2022,767765,hg19,645690,,0.841,,,
Luo et al 2022,212555,hg19,178759,,0.841,,,
Luo et al 2022,2143769,hg19,1802910,,0.841,,,
Luo et al 2022,1392801,hg19,1171346,,0.841,,,
Luo et al 2022,1271692,hg19,1069493,,0.841,,,
Luo et al 2022,1713788,hg19,1441296,,0.841,,,
Luo et al 2022,1902919,hg19,1600355,,0.841,,,
Luo et al 2022,1303268,hg19,1096048,,0.841,,,
Luo et al 2022,566832,hg19,476706,,0.841,,,
Luo et al 2022,1620991,hg19,1363253,,0.841,,,
Luo et al 2022,1117302,hg19,939651,,0.841,,,
Luo et al 2022,2264646,hg19,1904567,,0.841,,,
Luo et al 2022,2484739,hg19,2089665,,0.841,,,
Luo et al 2022,1135812,hg19,955218,,0.841,,,
Luo et al 2022,1570860,hg19,1321093,,0.841,,,
Luo et al 2022,1932335,hg19,1625094,,0.841,,,
Luo et al 2022,1079992,hg19,908273,,0.841,,,
Luo et al 2022,1115689,hg19,937179,,0.84,,,
Luo et al 2022,1129742,hg19,948983,,0.84,,,
Luo et al 2022,873065,hg19,733375,,0.84,,,
Luo et al 2022,1259639,hg19,1058097,,0.84,,,
Luo et al 2022,1976119,hg19,1659940,,0.84,,,
Luo et al 2022,1727049,hg19,1450721,,0.84,,,
Luo et al 2022,821045,hg19,689678,,0.84,,,
Luo et al 2022,390374,hg19,327914,,0.84,,,
Luo et al 2022,1283669,hg19,1078282,,0.84,,,
Luo et al 2022,1682456,hg19,1413263,,0.84,,,
Luo et al 2022,2039950,hg19,1713558,,0.84,,,
Luo et al 2022,1526580,hg19,1282327,,0.84,,,
Luo et al 2022,1689544,hg19,1419217,,0.84,,,
Luo et al 2022,1571812,hg19,1320322,,0.84,,,
Luo et al 2022,1026650,hg19,862386,,0.84,,,
Luo et al 2022,1711590,hg19,1437736,,0.84,,,
Luo et al 2022,2042911,hg19,1716045,,0.84,,,
Luo et al 2022,814083,hg19,683830,,0.84,,,
Luo et al 2022,1602001,hg19,1345681,,0.84,,,
Luo et al 2022,907831,hg19,762578,,0.84,,,
Luo et al 2022,1565943,hg19,1315392,,0.84,,,
Luo et al 2022,744586,hg19,625452,,0.84,,,
Luo et al 2022,1870016,hg19,1570813,,0.84,,,
Luo et al 2022,1046531,hg19,878040,,0.839,,,
Luo et al 2022,1908790,hg19,1601475,,0.839,,,
Luo et al 2022,933995,hg19,783622,,0.839,,,
Luo et al 2022,1410540,hg19,1183443,,0.839,,,
Luo et al 2022,272088,hg19,228282,,0.839,,,
Luo et al 2022,1606454,hg19,1347815,,0.839,,,
Luo et al 2022,1139554,hg19,956086,,0.839,,,
Luo et al 2022,1500604,hg19,1259007,,0.839,,,
Luo et al 2022,1723821,hg19,1446286,,0.839,,,
Luo et al 2022,517485,hg19,434170,,0.839,,,
Luo et al 2022,1310181,hg19,1099242,,0.839,,,
Luo et al 2022,1415255,hg19,1187399,,0.839,,,
Luo et al 2022,1743434,hg19,1462741,,0.839,,,
Luo et al 2022,1844524,hg19,1547556,,0.839,,,
Luo et al 2022,1562733,hg19,1311133,,0.839,,,
Luo et al 2022,1301521,hg19,1091976,,0.839,,,
Luo et al 2022,1494236,hg19,1253664,,0.839,,,
Luo et al 2022,1838558,hg19,1542550,,0.839,,,
Luo et al 2022,1800358,hg19,1510500,,0.839,,,
Luo et al 2022,1379499,hg19,1157400,,0.839,,,
Luo et al 2022,1742722,hg19,1462144,,0.839,,,
Luo et al 2022,1757684,hg19,1474697,,0.839,,,
Luo et al 2022,1573081,hg19,1319815,,0.839,,,
Luo et al 2022,1867509,hg19,1566840,,0.839,,,
Luo et al 2022,2049158,hg19,1719244,,0.839,,,
Luo et al 2022,1171786,hg19,981957,,0.838,,,
Luo et al 2022,1172130,hg19,982245,,0.838,,,
Luo et al 2022,1475784,hg19,1236707,,0.838,,,
Luo et al 2022,1558272,hg19,1305832,,0.838,,,
Luo et al 2022,870617,hg19,729577,,0.838,,,
Luo et al 2022,1104848,hg19,925863,,0.838,,,
Luo et al 2022,812709,hg19,681050,,0.838,,,
Luo et al 2022,1103293,hg19,924560,,0.838,,,
Luo et al 2022,2072200,hg19,1736504,,0.838,,,
Luo et al 2022,1586682,hg19,1329640,,0.838,,,
Luo et al 2022,1853779,hg19,1553467,,0.838,,,
Luo et al 2022,1346833,hg19,1128646,,0.838,,,
Luo et al 2022,1477363,hg19,1238030,,0.838,,,
Luo et al 2022,1779930,hg19,1491581,,0.838,,,
Luo et al 2022,1387525,hg19,1162746,,0.838,,,
Luo et al 2022,1959047,hg19,1641681,,0.838,,,
Luo et al 2022,1587960,hg19,1329123,,0.837,,,
Luo et al 2022,1512334,hg19,1265824,,0.837,,,
Luo et al 2022,2019527,hg19,1690344,,0.837,,,
Luo et al 2022,947021,hg19,792657,,0.837,,,
Luo et al 2022,849778,hg19,711264,,0.837,,,
Luo et al 2022,1233610,hg19,1032532,,0.837,,,
Luo et al 2022,952027,hg19,796847,,0.837,,,
Luo et al 2022,1806947,hg19,1512415,,0.837,,,
Luo et al 2022,2309401,hg19,1932969,,0.837,,,
Luo et al 2022,1439921,hg19,1205214,,0.837,,,
Luo et al 2022,1424884,hg19,1192628,,0.837,,,
Luo et al 2022,1109174,hg19,928379,,0.837,,,
Luo et al 2022,1435159,hg19,1201228,,0.837,,,
Luo et al 2022,1376057,hg19,1151760,,0.837,,,
Luo et al 2022,1075380,hg19,900093,,0.837,,,
Luo et al 2022,1609368,hg19,1347041,,0.837,,,
Luo et al 2022,1842112,hg19,1541848,,0.837,,,
Luo et al 2022,1920542,hg19,1607494,,0.837,,,
Luo et al 2022,1328980,hg19,1111027,,0.836,,,
Luo et al 2022,1937108,hg19,1619422,,0.836,,,
Luo et al 2022,2139918,hg19,1788971,,0.836,,,
Luo et al 2022,1101921,hg19,921206,,0.836,,,
Luo et al 2022,2141585,hg19,1790365,,0.836,,,
Luo et al 2022,978799,hg19,818276,,0.836,,,
Luo et al 2022,1084298,hg19,906473,,0.836,,,
Luo et al 2022,1637620,hg19,1369050,,0.836,,,
Luo et al 2022,1652936,hg19,1381854,,0.836,,,
Luo et al 2022,1583469,hg19,1323780,,0.836,,,
Luo et al 2022,1046544,hg19,873864,,0.835,,,
Luo et al 2022,2620574,hg19,2188179,,0.835,,,
Luo et al 2022,983720,hg19,821406,,0.835,,,
Luo et al 2022,1588818,hg19,1326663,,0.835,,,
Luo et al 2022,923363,hg19,771008,,0.835,,,
Luo et al 2022,1243854,hg19,1038618,,0.835,,,
Luo et al 2022,2023633,hg19,1689734,,0.835,,,
Luo et al 2022,2397287,hg19,2001735,,0.835,,,
Luo et al 2022,2289438,hg19,1911681,,0.835,,,
Luo et al 2022,1308341,hg19,1091156,,0.834,,,
Luo et al 2022,1029126,hg19,858291,,0.834,,,
Luo et al 2022,1064501,hg19,887794,,0.834,,,
Luo et al 2022,481011,hg19,401163,,0.834,,,
Luo et al 2022,1452902,hg19,1211720,,0.834,,,
Luo et al 2022,1556500,hg19,1298121,,0.834,,,
Luo et al 2022,1230589,hg19,1026311,,0.834,,,
Luo et al 2022,1462938,hg19,1220090,,0.834,,,
Luo et al 2022,1779406,hg19,1484025,,0.834,,,
Luo et al 2022,1343482,hg19,1119121,,0.833,,,
Luo et al 2022,1220395,hg19,1016589,,0.833,,,
Luo et al 2022,914070,hg19,761420,,0.833,,,
Luo et al 2022,1571634,hg19,1309171,,0.833,,,
Luo et al 2022,2174796,hg19,1811605,,0.833,,,
Luo et al 2022,1466108,hg19,1219802,,0.832,,,
Luo et al 2022,827392,hg19,688390,,0.832,,,
Luo et al 2022,1271388,hg19,1057795,,0.832,,,
Luo et al 2022,1576615,hg19,1311744,,0.832,,,
Luo et al 2022,1864516,hg19,1551277,,0.832,,,
Luo et al 2022,1862779,hg19,1549832,,0.832,,,
Luo et al 2022,1810738,hg19,1506534,,0.832,,,
Luo et al 2022,254657,hg19,211875,,0.832,,,
Luo et al 2022,860074,hg19,715582,,0.832,,,
Luo et al 2022,2468331,hg19,2053651,,0.832,,,
Luo et al 2022,804416,hg19,668470,,0.831,,,
Luo et al 2022,1034538,hg19,859701,,0.831,,,
Luo et al 2022,1153810,hg19,958816,,0.831,,,
Luo et al 2022,2115756,hg19,1758193,,0.831,,,
Luo et al 2022,1952979,hg19,1622926,,0.831,,,
Luo et al 2022,1863696,hg19,1548731,,0.831,,,
Luo et al 2022,2423665,hg19,2014066,,0.831,,,
Luo et al 2022,1294779,hg19,1074667,,0.83,,,
Luo et al 2022,295842,hg19,245549,,0.83,,,
Luo et al 2022,1609468,hg19,1335858,,0.83,,,
Luo et al 2022,1405729,hg19,1166755,,0.83,,,
Luo et al 2022,1998906,hg19,1659092,,0.83,,,
Luo et al 2022,1731744,hg19,1435616,,0.829,,,
Luo et al 2022,1401706,hg19,1162014,,0.829,,,
Luo et al 2022,1593576,hg19,1321075,,0.829,,,
Luo et al 2022,1221996,hg19,1011813,,0.828,,,
Luo et al 2022,1652552,hg19,1368313,,0.828,,,
Luo et al 2022,1710947,hg19,1416664,,0.828,,,
Luo et al 2022,1565550,hg19,1296275,,0.828,,,
Luo et al 2022,1773795,hg19,1468702,,0.828,,,
Luo et al 2022,1858903,hg19,1537313,,0.827,,,
Luo et al 2022,1009878,hg19,835169,,0.827,,,
Luo et al 2022,401405,hg19,331962,,0.827,,,
Luo et al 2022,1966784,hg19,1626530,,0.827,,,
Luo et al 2022,1687706,hg19,1395733,,0.827,,,
Luo et al 2022,960781,hg19,793605,,0.826,,,
Luo et al 2022,1092170,hg19,902132,,0.826,,,
Luo et al 2022,1447226,hg19,1195409,,0.826,,,
Luo et al 2022,1061222,hg19,875508,,0.825,,,
Luo et al 2022,2220127,hg19,1829385,,0.824,,,
Luo et al 2022,1524224,hg19,1255961,,0.824,,,
Luo et al 2022,1247628,hg19,1028045,,0.824,,,
Luo et al 2022,1293209,hg19,1064311,,0.823,,,
Luo et al 2022,1146255,hg19,942222,,0.822,,,
Luo et al 2022,1659921,hg19,1362795,,0.821,,,
Luo et al 2022,583081,hg19,478126,,0.82,,,
Luo et al 2022,1316203,hg19,1077970,,0.819,,,
Luo et al 2022,724420,hg19,591851,,0.817,,,
Luo et al 2022,1153765,hg19,942626,,0.817,,,
Luo et al 2022,1466491,hg19,1196657,,0.816,,,
Luo et al 2022,845926,hg19,689430,,0.815,,,
Luo et al 2022,2246369,hg19,1815066,,0.808,,,
Luo et al 2022,581570,hg19,469327,,0.807,,,
Luo et al 2022,576520,hg19,463522,,0.804,,,
Luo et al 2022,1277374,hg19,1025731,,0.803,,,
Luo et al 2022,858732,hg19,687844,,0.801,,,
Luo et al 2022,996559,hg19,794258,,0.797,,,
Luo et al 2022,1660629,hg19,1321861,,0.796,,,
Luo et al 2022,799308,hg19,636249,,0.796,,,
Luo et al 2022,1283817,hg19,1010364,,0.787,,,
Luo et al 2022,1593,hg19,1350,,0.847457627118644,,,
Luo et al 2022,8597,hg19,7409,,0.861812260090729,,,
Luo et al 2022,3573,hg19,3358,,0.939826476350406,,,
Luo et al 2022,15854,hg19,12545,,0.791282956982465,,,
Luo et al 2022,10913,hg19,7738,,0.709062585906717,,,
Luo et al 2022,38696,hg19,36692,,0.948211701467852,,,
Luo et al 2022,2785,hg19,2465,,0.885098743267504,,,
Luo et al 2022,3269,hg19,2592,,0.792903028449067,,,
Luo et al 2022,1240,hg19,1062,,0.856451612903226,,,
Luo et al 2022,16719,hg19,14293,,0.854895627728931,,,
Luo et al 2022,1317,hg19,1044,,0.792710706150342,,,
Luo et al 2022,43126,hg19,35810,,0.830357556926216,,,
Luo et al 2022,2441,hg19,2093,,0.857435477263417,,,
Luo et al 2022,5836,hg19,5306,,0.909184372858122,,,
Luo et al 2022,10237,hg19,8619,,0.841945882582788,,,
Luo et al 2022,1310,hg19,1120,,0.854961832061069,,,
Luo et al 2022,20505,hg19,17927,,0.874274567178737,,,
Luo et al 2022,9884,hg19,7617,,0.770639417239984,,,
Luo et al 2022,20870,hg19,18143,,0.869333972208912,,,
Luo et al 2022,4257,hg19,3747,,0.880197322057787,,,
Luo et al 2022,1413,hg19,1198,,0.847841472045294,,,
Luo et al 2022,1935,hg19,1644,,0.849612403100775,,,
Luo et al 2022,2537,hg19,2050,,0.808040993299172,,,
Luo et al 2022,9065,hg19,8516,,0.939437396580254,,,
Luo et al 2022,3992,hg19,3651,,0.914579158316633,,,
Luo et al 2022,3819,hg19,2964,,0.776119402985075,,,
Luo et al 2022,27638,hg19,24050,,0.870178739416745,,,
Luo et al 2022,5240,hg19,4730,,0.902671755725191,,,
Luo et al 2022,1161,hg19,1064,,0.916451335055986,,,
Luo et al 2022,19701,hg19,16670,,0.846149941627329,,,
Luo et al 2022,3874,hg19,3392,,0.875580795043882,,,
Luo et al 2022,6124,hg19,5348,,0.87328543435663,,,
Luo et al 2022,2809,hg19,2186,,0.778212887148451,,,
Luo et al 2022,3515,hg19,2939,,0.836130867709815,,,
Luo et al 2022,2329,hg19,1908,,0.819235723486475,,,
Luo et al 2022,3864,hg19,3507,,0.907608695652174,,,
Luo et al 2022,1875,hg19,1492,,0.795733333333333,,,
Luo et al 2022,6600,hg19,6084,,0.921818181818182,,,
Luo et al 2022,2952,hg19,2523,,0.854674796747967,,,
Luo et al 2022,3749,hg19,3276,,0.873833022139237,,,
Luo et al 2022,6681,hg19,6108,,0.914234396048496,,,
Luo et al 2022,4009,hg19,3415,,0.85183337490646,,,
Luo et al 2022,1207,hg19,1047,,0.867439933719967,,,
Luo et al 2022,1019,hg19,866,,0.849852796859666,,,
Luo et al 2022,4484,hg19,3586,,0.799732381801962,,,
Luo et al 2022,2580,hg19,2054,,0.796124031007752,,,
Luo et al 2022,1715,hg19,1523,,0.888046647230321,,,
Luo et al 2022,8493,hg19,6555,,0.771812080536913,,,
Luo et al 2022,11481,hg19,9297,,0.809772667886073,,,
Luo et al 2022,34080,hg19,29840,,0.875586854460094,,,
Luo et al 2022,1514,hg19,865,,0.571334214002642,,,
Luo et al 2022,9230,hg19,7982,,0.864788732394366,,,
Luo et al 2022,2103,hg19,1762,,0.837850689491203,,,
Luo et al 2022,15639,hg19,12809,,0.819042138244133,,,
Luo et al 2022,31540,hg19,29915,,0.948478123018389,,,
Luo et al 2022,12767,hg19,11842,,0.927547583614005,,,
Luo et al 2022,2264,hg19,1967,,0.868816254416961,,,
Luo et al 2022,23158,hg19,19871,,0.858062008809051,,,
Luo et al 2022,1386,hg19,1177,,0.849206349206349,,,
Luo et al 2022,11208,hg19,9021,,0.804871520342612,,,
Luo et al 2022,4953,hg19,4058,,0.819301433474662,,,
Luo et al 2022,19394,hg19,16655,,0.858770753841394,,,
Luo et al 2022,69310,hg19,58488,,0.843860914730919,,,
Luo et al 2022,6678,hg19,5238,,0.784366576819407,,,
Luo et al 2022,4899,hg19,3709,,0.757093284343744,,,
Luo et al 2022,12813,hg19,11082,,0.864902833060173,,,
Luo et al 2022,6405,hg19,5734,,0.895238095238095,,,
Luo et al 2022,4705,hg19,4172,,0.886716259298619,,,
Luo et al 2022,4700,hg19,3888,,0.827234042553191,,,
Luo et al 2022,22603,hg19,19750,,0.873777817103924,,,
Luo et al 2022,3154,hg19,2768,,0.877615726062143,,,
Luo et al 2022,1157,hg19,999,,0.863439930855661,,,
Luo et al 2022,12271,hg19,10545,,0.85934316681607,,,
Luo et al 2022,6786,hg19,5601,,0.825375773651636,,,
Luo et al 2022,3821,hg19,3051,,0.798482072755823,,,
Luo et al 2022,6051,hg19,4799,,0.793092050900678,,,
Luo et al 2022,4480,hg19,3740,,0.834821428571429,,,
Luo et al 2022,2969,hg19,2569,,0.865274503199731,,,
Luo et al 2022,1120,hg19,973,,0.86875,,,
Luo et al 2022,11594,hg19,9609,,0.828790753838192,,,
Luo et al 2022,7036,hg19,6323,,0.898664013644116,,,
Luo et al 2022,7855,hg19,6943,,0.883895607893062,,,
Luo et al 2022,2307,hg19,1772,,0.768097095795405,,,
Luo et al 2022,3078,hg19,2672,,0.86809616634178,,,
Luo et al 2022,6095,hg19,5360,,0.87940935192781,,,
Luo et al 2022,6469,hg19,5550,,0.857937857474107,,,
Luo et al 2022,29080,hg19,22342,,0.768294360385144,,,
Luo et al 2022,2881,hg19,2378,,0.825407844498438,,,
Luo et al 2022,3190,hg19,2623,,0.822257053291536,,,
Luo et al 2022,2483,hg19,2040,,0.821586790173178,,,
Luo et al 2022,3888,hg19,3223,,0.828960905349794,,,
Luo et al 2022,3183,hg19,2656,,0.834432924913603,,,
Luo et al 2022,3936,hg19,3000,,0.76219512195122,,,
Luo et al 2022,1550,hg19,1277,,0.823870967741935,,,
Luo et al 2022,2926,hg19,2398,,0.819548872180451,,,
Luo et al 2022,1180,hg19,1008,,0.854237288135593,,,
Luo et al 2022,62319,hg19,58799,,0.943516423562637,,,
Luo et al 2022,2332,hg19,1891,,0.810891938250429,,,
Luo et al 2022,2231,hg19,1141,,0.511429852084267,,,
Luo et al 2022,22952,hg19,20202,,0.88018473335657,,,
Luo et al 2022,4790,hg19,4114,,0.858872651356994,,,
Luo et al 2022,7751,hg19,6288,,0.811250161269514,,,
Luo et al 2022,3076,hg19,2676,,0.869960988296489,,,
Luo et al 2022,18545,hg19,15509,,0.836290105149636,,,
Luo et al 2022,16349,hg19,11189,,0.68438436601627,,,
Luo et al 2022,1396,hg19,1161,,0.831661891117478,,,
Luo et al 2022,3383,hg19,2962,,0.875554241797221,,,
Luo et al 2022,5307,hg19,4235,,0.79800263802525,,,
Luo et al 2022,2339,hg19,2064,,0.882428388200085,,,
Luo et al 2022,1355,hg19,1177,,0.868634686346863,,,
Luo et al 2022,30726,hg19,27045,,0.880199179847686,,,
Luo et al 2022,3850,hg19,3388,,0.88,,,
Luo et al 2022,2179,hg19,1769,,0.811840293712712,,,
Luo et al 2022,18903,hg19,16627,,0.879595831349521,,,
Luo et al 2022,8171,hg19,7091,,0.867825235589279,,,
Luo et al 2022,2840,hg19,2374,,0.835915492957746,,,
Luo et al 2022,13010,hg19,11778,,0.905303612605688,,,
Luo et al 2022,2767,hg19,2156,,0.779183230936032,,,
Luo et al 2022,11028,hg19,9025,,0.818371418208197,,,
Luo et al 2022,16208,hg19,12831,,0.791646100691017,,,
Luo et al 2022,18867,hg19,16345,,0.866327450045052,,,
Luo et al 2022,1245,hg19,1069,,0.85863453815261,,,
Luo et al 2022,17237,hg19,15154,,0.879155305447584,,,
Luo et al 2022,9867,hg19,7901,,0.800749974663018,,,
Luo et al 2022,2964,hg19,2551,,0.860661268556005,,,
Luo et al 2022,4553,hg19,3422,,0.751592356687898,,,
Luo et al 2022,22617,hg19,20999,,0.928460892249193,,,
Luo et al 2022,4893,hg19,3830,,0.782750868587778,,,
Luo et al 2022,23410,hg19,19499,,0.832934643314823,,,
Luo et al 2022,16299,hg19,13763,,0.844407632370084,,,
Luo et al 2022,1954,hg19,1660,,0.849539406345957,,,
Luo et al 2022,11158,hg19,9799,,0.878203979207743,,,
Luo et al 2022,6509,hg19,4942,,0.759256414195729,,,
Luo et al 2022,4191,hg19,3634,,0.867096158434741,,,
Luo et al 2022,32417,hg19,26656,,0.822284603757288,,,
Luo et al 2022,1126,hg19,958,,0.850799289520426,,,
Luo et al 2022,10344,hg19,8911,,0.86146558391338,,,
Luo et al 2022,1365,hg19,1184,,0.867399267399267,,,
Luo et al 2022,1864,hg19,1610,,0.863733905579399,,,
Luo et al 2022,73125,hg19,65807,,0.899924786324786,,,
Luo et al 2022,3672,hg19,3159,,0.860294117647059,,,
Luo et al 2022,1036,hg19,861,,0.831081081081081,,,
Luo et al 2022,19223,hg19,15492,,0.805909587473339,,,
Luo et al 2022,4766,hg19,3782,,0.793537557700378,,,
Luo et al 2022,2235,hg19,1860,,0.832214765100671,,,
Luo et al 2022,19644,hg19,16751,,0.85272856851965,,,
Luo et al 2022,6180,hg19,5370,,0.868932038834951,,,
Luo et al 2022,6920,hg19,5520,,0.797687861271676,,,
Luo et al 2022,7664,hg19,6850,,0.893789144050104,,,
Luo et al 2022,32577,hg19,27762,,0.852196334837462,,,
Luo et al 2022,11662,hg19,9032,,0.774481221059853,,,
Luo et al 2022,4569,hg19,4124,,0.902604508645218,,,
Luo et al 2022,1035,hg19,941,,0.909178743961353,,,
Luo et al 2022,2022,hg19,1831,,0.905539070227498,,,
Luo et al 2022,1835,hg19,1505,,0.82016348773842,,,
Luo et al 2022,1649,hg19,1503,,0.91146149181322,,,
Luo et al 2022,8976,hg19,7278,,0.810828877005348,,,
Luo et al 2022,1178,hg19,1042,,0.884550084889643,,,
Luo et al 2022,15568,hg19,13623,,0.875064234326824,,,
